time,date,hour,precip [mm/day],sub11005351 [m3/s],sub11005351 (observed) [m3/s],sub11004926 [m3/s],sub11004926 (observed) [m3/s],sub11004677 [m3/s],sub11004677 (observed) [m3/s],sub11004597 [m3/s],sub11004597 (observed) [m3/s],sub11004314 [m3/s],sub11004314 (observed) [m3/s],sub11004510 [m3/s],sub11004510 (observed) [m3/s],sub11004353 [m3/s],sub11004353 (observed) [m3/s],sub11004563 [m3/s],sub11004563 (observed) [m3/s],sub11004345 [m3/s],sub11004345 (observed) [m3/s],sub11004395 [m3/s],sub11004395 (observed) [m3/s]
8951,2005-07-05,00:00:00.00,0.307689,0.706139,0.637,0.899547,0.186,1.09929,1.03,1.44339,2.4,4.97401,4.09,2.18105,,2.59023,2.79,4.53907,7.85,10.7978,8.23,30.3679,17.5
8952,2005-07-06,00:00:00.00,0.35987,0.387613,0.582,0.479611,0.175,1.1245,0.95,1.52274,2.22,4.85425,3.78,1.21136,,2.25633,2.44,4.00253,7.61,9.75408,8.23,25.848,16.7
8953,2005-07-07,00:00:00.00,0.476266,0.366877,0.552,0.40073,0.164,1.84546,1.29,1.78747,2.83,6.80058,4.89,0.744171,,2.42595,2.34,2.99167,6.9,8.4452,8.1,23.525,17.1
8954,2005-07-08,00:00:00.00,1.36133,0.414096,0.529,0.393921,0.154,4.11041,1.12,4.30516,3.4,11.9916,4.82,0.87636,,4.38555,3.54,2.34629,6.56,7.28308,8.11,27.339,18.1
8955,2005-07-09,00:00:00.00,0.344758,0.470533,0.517,0.378168,0.147,3.40306,1.26,3.95959,2.74,11.4268,4.18,1.03559,,5.23281,3.12,1.97449,6.3,6.38015,8.05,28.4776,17.6
8956,2005-07-10,00:00:00.00,1.60403,1.10322,0.51,0.371515,0.139,2.42174,1.67,3.61013,4.27,8.77945,6.05,2.31417,,4.78168,3.32,2.22326,5.84,5.78972,8.01,25.2943,18.6
8957,2005-07-11,00:00:00.00,0.312908,1.12561,0.497,0.203401,0.135,2.31564,1.33,3.64883,3.93,8.02018,5.01,2.96115,,4.5975,4.35,2.86334,5.6,5.5931,8,22.9213,19.3
8958,2005-07-12,00:00:00.00,0.505277,0.673656,0.495,0.187772,0.13,0.848936,1.18,1.41562,3.06,5.15922,4.19,1.89904,,3.10133,3.46,2.88427,5.55,5.43477,7.22,19.1155,17.9
8959,2005-07-13,00:00:00.00,0.407756,0.657415,0.471,0.341644,0.124,0.790534,1.11,1.3833,2.64,3.74521,3.97,1.3774,,2.14696,2.91,2.48931,4.64,5.09425,5.17,15.8461,16
8960,2005-07-14,00:00:00.00,0.323825,0.360106,0.413,0.347156,0.12,0.706473,1.01,1.15993,2.4,2.85233,3.6,0.956609,,1.84146,2.53,2.12139,4.41,4.64644,4.26,13.6942,13.7
8961,2005-07-15,00:00:00.00,0.541354,0.279964,0.373,0.657094,0.117,0.607253,0.93,0.987196,2.2,2.50894,3.19,0.596537,,1.62601,2.21,1.73663,4.36,4.16435,4.27,12.7922,12.2
8962,2005-07-16,00:00:00.00,0.288376,0.270807,0.345,0.609071,0.118,0.585854,0.87,0.936952,2.04,2.33209,2.89,0.481083,,1.4652,1.99,1.39824,4.65,3.69618,5.06,12.1055,11.5
8963,2005-07-17,00:00:00.00,2.05111,0.803229,0.366,0.393772,0.12,0.978326,0.94,2.14062,2.06,3.40268,3.07,1.31178,,2.55558,2.01,1.6249,4.45,3.39555,5.86,13.2744,12.4
8964,2005-07-18,00:00:00.00,0.703444,0.870101,0.394,0.511228,0.115,1.08843,0.86,2.56885,2.05,4.05519,3.02,1.84407,,3.44689,1.96,2.30998,3.95,3.39447,5.85,15.4393,13
8965,2005-07-19,00:00:00.00,0.268425,0.201124,0.353,0.399499,0.104,0.721188,0.74,1.41525,1.8,3.11866,2.58,0.968164,,2.59203,1.73,2.36101,3.59,3.39248,5.81,14.5175,12.1
8966,2005-07-20,00:00:00.00,0.190155,0,0.312,0.277011,0.098,0.605761,0.68,0.956406,1.65,2.44941,2.41,0.227233,,1.75217,1.49,1.81598,3.4,3.13276,5.78,11.7003,11.4
8967,2005-07-21,00:00:00.00,0.241784,0.0740977,0.286,0.269198,0.092,0.557806,0.61,0.901631,1.51,2.17438,2.21,0.0573955,,1.45224,1.34,1.32458,3.08,2.7286,5.75,9.53736,10.9
8968,2005-07-22,00:00:00.00,0.274168,0.185118,0.269,0.255123,0.087,0.527249,0.56,0.880763,1.39,2.0646,2.07,0.160296,,1.37982,1.16,1.04159,2.86,2.32153,5.93,8.53541,10.4
8969,2005-07-23,00:00:00.00,0.280961,0.217773,0.268,0.250261,0.083,0.523439,0.52,0.871478,1.37,2.02604,1.95,0.282123,,1.35207,1.06,0.882646,2.68,1.95056,5.93,8.00099,10.1
8970,2005-07-24,00:00:00.00,1.28645,0.600482,0.271,0.242696,0.081,0.61813,0.5,1.33482,1.38,2.32795,1.88,0.832602,,1.82025,1.07,0.917376,2.41,1.70566,5.94,8.21728,9.98
8971,2005-07-25,00:00:00.00,0.537421,0.617152,0.261,0.327501,0.076,0.719304,0.46,1.367,1.24,2.81066,1.77,1.15863,,2.13689,1,1.11113,2.26,1.63012,6.05,9.40577,9.62
8972,2005-07-26,00:00:00.00,0.471875,0.228415,0.239,0.493083,0.072,0.650044,0.43,0.930198,1.15,2.72473,1.65,0.705743,,1.77352,0.919,1.11174,1.99,1.58165,5.1,9.65517,9.33
